source airport,destination airport,airplane type,total Cost,break even cost per ticket, loss per flight
Orlando International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,12262.897258695479,302.78758663445626,-11051.746912157654
Orlando International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,11136.13854160064,232.00288628334667,-10208.126996467254
Orlando International Airport,San Diego International Airport,Boeing 737-600,28143.86361780401,788.3435187059948,-22625.458986862046
Orlando International Airport,San Diego International Airport,Boeing 767-800,34179.82952225502,602.8188628263673,-29960.09748247045
Orlando International Airport,San Diego International Airport,Airbus A200-100,27296.710508407385,673.9928520594416,-22578.760543991295
Orlando International Airport,San Diego International Airport,Airbus A220-300,24119.886348170014,502.49763225354195,-20602.40292239522
Orlando International Airport,Baltimore/Washington International Airport,Boeing 737-600,12879.865511397133,360.78054653773484,-11436.743325246192
Orlando International Airport,Baltimore/Washington International Airport,Boeing 767-800,15099.831889246416,266.3109680643107,-14034.588016989173
Orlando International Airport,Baltimore/Washington International Airport,Airbus A200-100,12568.291282927059,310.3281798253595,-11326.97856362562
Orlando International Airport,Baltimore/Washington International Airport,Airbus A220-300,11399.887926164278,237.49766512842245,-10449.897265650588
Orlando International Airport,Austin-Bergstrom International Airport,Boeing 737-600,15165.813777891084,424.81271086529654,-13041.750223564602
Orlando International Airport,Austin-Bergstrom International Airport,Boeing 767-800,17957.26722236386,316.70665295174354,-16373.73395760514
Orlando International Airport,Austin-Bergstrom International Airport,Airbus A200-100,14774.03083831596,364.7908848966904,-12950.076413832508
Orlando International Airport,Austin-Bergstrom International Airport,Airbus A220-300,13304.844814909238,277.1842669772758,-11918.923480022859
Orlando International Airport,Washington Dulles International Airport,Boeing 737-600,12555.06904393018,351.6826062725541,-11148.338618839964
Orlando International Airport,Washington Dulles International Airport,Boeing 767-800,14693.836304912726,259.15055211486293,-13657.234096453274
Orlando International Airport,Washington Dulles International Airport,Airbus A200-100,12254.89118273965,302.589905746658,-11044.531559753017
Orlando International Airport,Washington Dulles International Airport,Airbus A220-300,11129.22420327515,231.85883756823227,-10201.788853002221
Orlando International Airport,Nashville International Airport,Boeing 737-600,10946.9653713967,306.637685473297,-9720.414629503512
Orlando International Airport,Nashville International Airport,Boeing 767-800,12683.706714245876,223.69853111544757,-11788.912589784086
Orlando International Airport,Nashville International Airport,Airbus A200-100,10703.212200470502,264.2768444560618,-9646.104822646255
Orlando International Airport,Nashville International Airport,Airbus A220-300,9789.13780949725,203.9403710311927,-8973.37632537248
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,10708.732219319952,299.96448793613314,-6509.229388214088
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,12385.915274149942,218.4464774982353,-9327.664589174648
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,10473.33810636136,258.60094089781137,-6852.924933792001
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,9590.610182766628,199.80437880763807,-6793.348879459695
Miami International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,16611.841377257686,465.3176856374703,-8236.123035783221
Miami International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,19764.80172157211,348.58556828169503,-13490.261492501599
Miami International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,16169.320627178471,399.24248462169066,-8982.955903988039
Miami International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,14509.867814381407,302.28891279961266,-9068.667383988379
Miami International Airport,Denver International Airport,Boeing 737-600,23226.977854032502,650.6156261633755,-18672.66847088887
Miami International Airport,Denver International Airport,Boeing 767-800,28033.72231754063,494.42191036226865,-24572.768945004747
Miami International Airport,Denver International Airport,Airbus A200-100,22552.347052136625,556.8480753613982,-18654.41052460684
Miami International Airport,Denver International Airport,Airbus A220-300,20022.481545027083,417.13503218806426,-17102.536319710634
Miami International Airport,O'Hare International Airport,Boeing 737-600,17500.57983796364,490.2123203911384,-6715.908789358595
Miami International Airport,O'Hare International Airport,Boeing 767-800,20875.72479745455,368.1785678563413,-12775.79630461504
Miami International Airport,O'Hare International Airport,Airbus A200-100,17026.875282245615,420.4166736356942,-7777.708462260343
Miami International Airport,O'Hare International Airport,Airbus A220-300,15250.483198303033,317.7183999646465,-8260.67839908081
Miami International Airport,Los Angeles International Airport,Boeing 767-800,36900.3603590376,650.8000063322329,-9566.76009308382
Miami International Airport,Los Angeles International Airport,Airbus A220-300,25933.573572691737,540.2827827644112,-3241.6966965864667
Miami International Airport,John F. Kennedy International Airport,Boeing 737-600,16287.484907981558,456.2320702515843,-9444.003854207793
Miami International Airport,John F. Kennedy International Airport,Boeing 767-800,19359.35613497695,341.43485246872933,-14237.833347946013
Miami International Airport,John F. Kennedy International Airport,Airbus A200-100,15856.345086648875,391.51469349750306,-9983.624684186329
Miami International Airport,John F. Kennedy International Airport,Airbus A220-300,14239.5707566513,296.6577240969021,-9789.704895197767
Miami International Airport,Harry Reid International Airport,Boeing 737-600,28439.663424669496,796.6292275817787,-24456.5172867606
Miami International Airport,Harry Reid International Airport,Boeing 767-800,34549.57928083687,609.3400225897155,-31502.87916788829
Miami International Airport,Harry Reid International Airport,Airbus A200-100,27582.131374681096,681.0402808563233,-24176.92997039948
Miami International Airport,Harry Reid International Airport,Airbus A220-300,24366.38618722458,507.6330455671787,-21828.220959388687
Miami International Airport,Orlando International Airport,Boeing 737-600,6165.699705592142,172.70867522667066,-5129.447654232118
Miami International Airport,Orlando International Airport,Boeing 767-800,6707.124631990178,118.29143971763983,-5997.37599368434
Miami International Airport,Orlando International Airport,Airbus A200-100,6089.710242238032,150.3632158577292,-5187.530947091657
Miami International Airport,Orlando International Airport,Airbus A220-300,5804.749754660119,120.93228655541914,-5079.156035327604
Miami International Airport,Charlotte Douglas International Airport,Boeing 737-600,11338.28704735095,317.5990769566093,-9432.692585611294
Miami International Airport,Charlotte Douglas International Airport,Boeing 767-800,13172.858809188687,232.32555219027668,-11778.905496047028
Miami International Airport,Charlotte Douglas International Airport,Airbus A200-100,11080.80329130355,273.60008126675433,-9439.202803703023
Miami International Airport,Charlotte Douglas International Airport,Airbus A220-300,10115.239206125792,210.73415012762067,-8850.83430536007
Miami International Airport,Seattle-Tacoma International Airport,Boeing 737-600,34630.82550371589,970.0511345578682,-25900.365292695074
Miami International Airport,Seattle-Tacoma International Airport,Boeing 767-800,42288.53187964486,745.8294864134897,-35576.06650192346
Miami International Airport,Seattle-Tacoma International Airport,Airbus A200-100,33556.059696567965,828.5446838658756,-26099.157541775086
Miami International Airport,Seattle-Tacoma International Airport,Airbus A220-300,29525.687919763237,615.1184983284007,-23989.621434807632
Miami International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,26161.88942782359,732.8260343928177,-18100.803049502596
Miami International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,31702.361784779485,559.124546468774,-25551.99177362297
Miami International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,25384.279272461357,626.7723277150952,-18489.783667595308
Miami International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,22468.24118985299,468.0883581219373,-17319.26925051168
Miami International Airport,Newark Liberty International Airport,Boeing 737-600,16241.175832875912,454.93489727943734,-9417.152373684352
Miami International Airport,Newark Liberty International Airport,Boeing 767-800,19301.46979109489,340.41392929620616,-14195.260851651798
Miami International Airport,Newark Liberty International Airport,Airbus A200-100,15811.660891371495,390.4113800338641,-9955.490190863533
Miami International Airport,Newark Liberty International Airport,Airbus A220-300,14200.979860729925,295.8537470985401,-9763.173654251823
Miami International Airport,San Francisco International Airport,Boeing 737-600,33057.06116629916,925.968099896335,-18241.5715679578
Miami International Airport,San Francisco International Airport,Boeing 767-800,40321.32645787395,711.1345054298756,-28943.174370995937
Miami International Airport,San Francisco International Airport,Airbus A200-100,32037.5151604641,791.0497570484963,-19380.71904768816
Miami International Airport,San Francisco International Airport,Airbus A220-300,28214.21763858263,587.7962008038048,-18809.478425721754
Miami International Airport,George Bush Intercontinental Airport,Boeing 737-600,14843.787008877054,415.7923531898335,-8191.1093578397185
Miami International Airport,George Bush Intercontinental Airport,Boeing 767-800,17554.73376109632,309.6072973738328,-12601.017003114994
Miami International Airport,George Bush Intercontinental Airport,Airbus A200-100,14463.303254179616,357.1185988686325,-8749.405672281497
Miami International Airport,George Bush Intercontinental Airport,Airbus A220-300,13036.489174064212,271.5935244596711,-8690.992782709476
Miami International Airport,Logan International Airport,Boeing 737-600,18179.70509637265,509.2354368731836,-12578.115290767631
Miami International Airport,Logan International Airport,Boeing 767-800,21724.631370465813,383.1504650875805,-17509.976254502428
Miami International Airport,Logan International Airport,Airbus A200-100,17682.171584219224,436.5968292399808,-12879.606462579435
Miami International Airport,Logan International Airport,Airbus A220-300,15816.420913643873,329.50876903424734,-12191.824454267153
Miami International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,20911.51490406358,585.756720001781,-16225.461144049332
Miami International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,25139.393630079478,443.37554903138414,-21592.389237828404
Miami International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,20318.128416201704,501.68218311609144,-16304.670951272972
Miami International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,18092.929086719647,376.93602263999264,-15077.440905599706
Miami International Airport,LaGuardia Airport,Boeing 737-600,16362.46382366588,458.33231999064094,-9487.479023806265
Miami International Airport,LaGuardia Airport,Boeing 767-800,19453.07977958235,343.08782680039417,-14306.762377576437
Miami International Airport,LaGuardia Airport,Airbus A200-100,15928.693163186377,393.3010657576883,-10029.177176821053
Miami International Airport,LaGuardia Airport,Airbus A220-300,14302.053186388233,297.9594413830882,-9832.66156564191
Miami International Airport,Detroit Metropolitan Airport,Boeing 737-600,16917.28314224608,473.8734773738398,-12178.548368507683
Miami International Airport,Detroit Metropolitan Airport,Boeing 767-800,20146.603927807602,355.31929325939336,-16593.410995213668
Miami International Airport,Detroit Metropolitan Airport,Airbus A200-100,16464.045137254994,406.51963301864185,-12398.848807068576
Miami International Airport,Detroit Metropolitan Airport,Airbus A220-300,14764.402618538401,307.59172121955004,-11688.485406342901
Miami International Airport,Philadelphia International Airport,Boeing 737-600,15425.630431746422,432.09048828421356,-9376.363595767432
Miami International Airport,Philadelphia International Airport,Boeing 767-800,18282.03803968303,322.43453332774305,-13767.954573094627
Miami International Airport,Philadelphia International Airport,Airbus A200-100,15024.731118351812,370.98101526794596,-9830.996904600568
Miami International Airport,Philadelphia International Airport,Airbus A220-300,13521.35869312202,281.6949727733754,-9577.629074294764
Miami International Airport,Salt Lake City International Airport,Boeing 737-600,27488.514625933487,769.9864040877728,-25178.55541367017
Miami International Airport,Salt Lake City International Airport,Boeing 767-800,33360.64328241686,588.3711337286925,-31595.52988123078
Miami International Airport,Salt Lake City International Airport,Airbus A200-100,26664.356218006003,658.3791658766914,-24689.218720375928
Miami International Airport,Salt Lake City International Airport,Airbus A220-300,23573.76218827791,491.1200455891231,-22100.40205151054
Miami International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,14371.33897358039,402.55851466611745,-12358.546400249803
Miami International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,16964.173716975492,299.1917763135008,-15468.214835407989
Miami International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,14007.432342928449,345.8625269858876,-12278.11970799901
Miami International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,12642.78247798366,263.39130162465955,-11325.825969860362
Miami International Airport,San Diego International Airport,Boeing 737-600,29486.02121085773,825.9389694918133,-22878.509454923224
Miami International Airport,San Diego International Airport,Boeing 767-800,35857.526513572164,632.4078750189094,-30798.26351342089
Miami International Airport,San Diego International Airport,Airbus A200-100,28591.77485258202,705.9697494464697,-22944.01685701026
Miami International Airport,San Diego International Airport,Airbus A220-300,25238.351009048107,525.7989793551689,-21031.959174206757
Miami International Airport,Baltimore/Washington International Airport,Boeing 737-600,14669.943576829872,410.92278926694325,-12615.329630495155
Miami International Airport,Baltimore/Washington International Airport,Boeing 767-800,17337.429471037343,305.77477021229885,-15808.555619975848
Miami International Airport,Baltimore/Washington International Airport,Airbus A200-100,14295.559591677948,352.9767800414308,-12530.675691470793
Miami International Airport,Baltimore/Washington International Airport,Airbus A220-300,12891.619647358228,268.57540931996306,-11548.742600758413
Miami International Airport,Tampa International Airport,Boeing 737-600,6305.320788097779,176.6196299187053,-5068.983378666842
Miami International Airport,Tampa International Airport,Boeing 767-800,6881.650985122224,121.36950591044487,-6032.064443749109
Miami International Airport,Tampa International Airport,Airbus A200-100,6224.432339392594,153.68968739240972,-5148.604527645726
Miami International Airport,Tampa International Airport,Airbus A220-300,5921.100656748149,123.3562636822531,-5057.606810972377
Miami International Airport,Austin-Bergstrom International Airport,Boeing 737-600,16404.059877724663,459.4974755665172,-13647.07502432556
Miami International Airport,Austin-Bergstrom International Airport,Boeing 767-800,19505.074847155833,344.00484739251914,-17441.045762800717
Miami International Airport,Austin-Bergstrom International Airport,Airbus A200-100,15968.829706576433,394.29209152040573,-13603.077157453998
Miami International Airport,Austin-Bergstrom International Airport,Airbus A220-300,14336.716564770555,298.6815950993866,-12544.626994174236
Miami International Airport,Washington Dulles International Airport,Boeing 737-600,14396.075409504476,403.25141203093773,-12379.818349349787
Miami International Airport,Washington Dulles International Airport,Boeing 767-800,16995.094261880597,299.7371122024797,-15496.408700868198
Miami International Airport,Washington Dulles International Airport,Airbus A200-100,14031.300833732392,346.4518724378368,-12299.041471543207
Miami International Airport,Washington Dulles International Airport,Airbus A220-300,12663.396174587064,263.8207536372305,-11344.292406400911
Miami International Airport,Nashville International Airport,Boeing 737-600,13089.269406065538,366.6462018505753,-11256.03839681266
Miami International Airport,Nashville International Airport,Boeing 767-800,15361.586757581923,270.9274560420092,-14006.949477371876
Miami International Airport,Nashville International Airport,Airbus A200-100,12770.34767251938,315.31722648196,-11193.761540109579
Miami International Airport,Nashville International Airport,Airbus A220-300,11574.391171721283,241.13314941086006,-10368.725424666984
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,6547.373208601026,183.39980976473464,-4346.57549142421
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,7184.216510751283,126.70575856704204,-5663.747407946778
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,6457.991692509762,159.45658500024103,-4544.512672506869
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,6122.811007167522,127.55856264932338,-4592.108255375641
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,14513.348157500439,406.5363629551944,-8415.302713172523
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,17141.68519687555,302.3224902447187,-12606.84784320477
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,14144.458748465337,349.2458950238355,-8905.770323107805
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,12761.1234645837,265.85673884549374,-8773.272381901294
Charlotte Douglas International Airport,Denver International Airport,Boeing 737-600,19020.98277582281,532.80063797823,-15824.178947953429
Charlotte Douglas International Airport,Denver International Airport,Boeing 767-800,22776.228469778514,401.6971511424782,-20366.045562923646
Charlotte Douglas International Airport,Denver International Airport,Airbus A200-100,18493.930748600957,456.64026539755446,-15754.08915621563
Charlotte Douglas International Airport,Denver International Airport,Airbus A220-300,16517.48564651901,344.11428430247935,-14452.799940704133
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 737-600,10745.661409831544,300.9989190429004,-5026.681948016436
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 767-800,12432.076762289431,219.26061309152436,-8266.125113550468
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A200-100,10508.971535802368,259.48077866178687,-5578.836741228417
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A220-300,9621.384508192954,200.4455105873532,-5812.919807033243
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 767-800,33826.94743871341,596.5951929226352,-12349.520493498545
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A200-100,27024.310303568247,667.2669210757592,-3002.701144840914
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A220-300,23884.631625808935,497.59649220435284,-5971.157906452234
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 737-600,10092.23881453439,282.6957651130082,-6417.193868065284
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 767-800,11615.298518167987,204.85535305410914,-8952.178928464567
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A200-100,9878.47604911213,243.91298886696617,-6707.60719384157
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A220-300,9076.865678778657,189.1013683078887,-6618.547890776104
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 737-600,25509.037900003063,714.5388767507861,-22650.88239299992
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 767-800,30886.297375003833,544.7318761023604,-28707.36987059439
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A200-100,24754.334815792434,611.2181435998132,-22309.46224139318
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A220-300,21924.19825000255,456.75413020838647,-20097.181729169006
Charlotte Douglas International Airport,Orlando International Airport,Boeing 737-600,9285.252827536075,260.091115617257,-7984.79724944979
Charlotte Douglas International Airport,Orlando International Airport,Boeing 767-800,10606.566034420091,187.06465669171237,-9671.24275096153
Charlotte Douglas International Airport,Orlando International Airport,Airbus A200-100,9099.80535990323,224.68655209637606,-7976.37259942135
Charlotte Douglas International Airport,Orlando International Airport,Airbus A220-300,8404.377356280062,175.09119492250127,-7528.921381667556
Charlotte Douglas International Airport,Miami International Airport,Boeing 737-600,11338.28704735095,317.5990769566093,-9432.692585611294
Charlotte Douglas International Airport,Miami International Airport,Boeing 767-800,13172.858809188687,232.32555219027668,-11778.905496047028
Charlotte Douglas International Airport,Miami International Airport,Airbus A200-100,11080.80329130355,273.60008126675433,-9439.202803703023
Charlotte Douglas International Airport,Miami International Airport,Airbus A220-300,10115.239206125792,210.73415012762067,-8850.83430536007
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 737-600,29594.729052030478,828.9840070596773,-22962.85699555306
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 767-800,35993.4113150381,634.8044323639878,-30914.9758561262
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A200-100,28696.668383538185,708.5597131737824,-23028.190678147927
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A220-300,25328.940876692064,527.686268264418,-21107.45073057672
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,23914.468676437762,669.8730721691251,-17885.611026915634
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,28893.085845547208,509.57823360753457,-24306.881743079397
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,23215.715389545214,573.2275404825979,-18056.667525201832
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,20595.390563698136,429.0706367437112,-16733.754833004736
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 737-600,9948.233293244299,278.66199700964427,-6325.627332118924
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 767-800,11435.291616555372,201.6806281579431,-8813.443450502113
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A200-100,9739.523353130464,240.48205810198675,-6613.256597804636
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A220-300,8956.861077703583,186.60127245215799,-6531.044535825529
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 737-600,29783.265074231083,834.2651281297224,-18103.55328041497
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 767-800,36229.08134278885,638.9608702431897,-27283.629159384196
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A200-100,28878.589106714207,713.0515828818322,-18895.86694636856
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A220-300,25486.0542285259,530.9594630942896,-18052.621745205844
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 737-600,14252.130305692399,399.2193362939048,-8663.059597577732
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 767-800,16815.1628821155,296.5637192612963,-12663.270812457351
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A200-100,13892.406435317229,343.02238111894394,-9090.093099652015
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A220-300,12543.441921410333,261.3217066960486,-8884.938027665652
Charlotte Douglas International Airport,Logan International Airport,Boeing 737-600,12187.745842034012,341.3934409533337,-8773.811432500675
Charlotte Douglas International Airport,Logan International Airport,Boeing 767-800,14234.682302542516,251.05259792843947,-11724.156323258121
Charlotte Douglas International Airport,Logan International Airport,Airbus A200-100,11900.456514243348,293.838432450453,-8962.072189738818
Charlotte Douglas International Airport,Logan International Airport,Airbus A220-300,10823.121535028342,225.48169864642378,-8568.304548564105
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,11127.53044157082,311.69553057621346,-9257.35725811354
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,12909.413051963527,227.6792425390393,-11543.337596729292
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,10877.441654147284,268.57880627524156,-9265.968816495835
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,9939.608701309018,207.0751812772712,-8697.157613645391
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,14457.76811169458,404.9794989270191,-11622.911619205446
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,17072.210139618226,301.09718059291407,-14964.529875467828
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,14090.8288797053,347.92170073346415,-11655.37697457105
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,12714.806759745485,264.8918074946976,-10860.564107282602
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 737-600,10120.078879825378,283.4755988746605,-6434.896094454792
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 767-800,11650.098599781724,205.46911110726145,-8979.000155387326
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A200-100,9905.339270006945,244.57627827177643,-6725.847652473852
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A220-300,9100.065733187817,189.5847027747462,-6635.464597116117
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 737-600,9633.693197490607,269.8513500697649,-7474.882396932488
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 767-800,11042.116496863258,194.74632269600104,-9484.14591529525
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A200-100,9436.01975196462,232.9881420238178,-7572.114615774079
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A220-300,8694.744331242171,181.14050690087856,-7245.6202760351425
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 737-600,9047.19774085057,253.42290590617847,-6006.122869976429
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 767-800,10308.99717606321,181.8165286783635,-8127.1988319228485
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A200-100,8870.103083276867,219.01489094510782,-6241.924391935572
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A220-300,8205.998117375475,170.95829411198906,-6154.498588031606
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 737-600,23397.250713542093,655.3851740487981,-22086.480365444495
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 767-800,28246.563391927615,498.1757211980179,-27250.21194953158
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A200-100,22716.645425347637,560.9048253172256,-21594.835774713185
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A220-300,20164.37559461841,420.09115822121686,-19324.193278175975
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,7725.397346237029,216.39768476854425,-6859.806607162852
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,8656.746682796287,152.67630833855887,-8046.041449442052
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,7594.681649877835,187.5230037006873,-6844.589635075086
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,7104.497788530858,148.01037059439287,-6512.456306153286
Charlotte Douglas International Airport,San Diego International Airport,Boeing 737-600,27327.81140033347,765.4849131746071,-22734.901921285826
Charlotte Douglas International Airport,San Diego International Airport,Boeing 767-800,33159.76425041684,584.8282936581454,-29650.794488467967
Charlotte Douglas International Airport,San Diego International Airport,Airbus A200-100,26509.29170207616,654.5504123969422,-22581.989227694507
Charlotte Douglas International Airport,San Diego International Airport,Airbus A220-300,23439.842833611223,488.3300590335671,-20509.86247940982
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 737-600,8064.314626975626,225.89116602172626,-7160.749962888721
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 767-800,9080.393283719532,160.14802969522984,-8439.801164938612
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A200-100,7921.707096204553,195.59770607912475,-7139.316271888054
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A220-300,7386.928855813022,153.8943511627713,-6771.351451161937
Charlotte Douglas International Airport,Tampa International Airport,Boeing 737-600,9724.31600989388,272.3898041987082,-8089.977184701631
Charlotte Douglas International Airport,Tampa International Airport,Boeing 767-800,11155.395012367351,196.74418011229898,-9974.929931693558
Charlotte Douglas International Airport,Tampa International Airport,Airbus A200-100,9523.462816564272,235.147230038624,-8112.579436332528
Charlotte Douglas International Airport,Tampa International Airport,Airbus A220-300,8770.263341578233,182.7138196162132,-7673.980423880954
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 737-600,15596.388556315957,436.8736290284582,-13412.020411173666
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 767-800,18495.485695394946,326.1990422468245,-16864.490484160822
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A200-100,15189.497729778555,375.0493266611989,-13314.25109647256
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A220-300,13663.657130263296,284.659523547152,-12240.359512527537
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 737-600,7623.731825108603,213.5499110674679,-6769.532180838731
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 767-800,8529.664781385753,150.4350049627117,-7927.924761534906
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A200-100,7496.583340017073,185.1008232102981,-6756.180047175881
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A220-300,7019.776520923835,146.24534418591324,-6434.795144180182
Charlotte Douglas International Airport,Nashville International Airport,Boeing 737-600,7687.310617738123,215.33082962851887,-6825.987299224048
Charlotte Douglas International Airport,Nashville International Airport,Boeing 767-800,8609.138272172653,151.83665383020553,-8001.791656851831
Charlotte Douglas International Airport,Nashville International Airport,Airbus A200-100,7557.931297817488,186.61558760043178,-6811.46894741576
Charlotte Douglas International Airport,Nashville International Airport,Airbus A220-300,7072.758848115102,147.34914266906463,-6483.362277438844
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,28510.499820578854,798.6134403523489,-14135.457894236573
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,34638.12477572357,610.9016715295162,-23641.894688192275
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,27650.482283014688,682.727957605301,-15361.379046119271
