source airport,destination airport,airplane type,total Cost,break even cost per ticket
O'Hare International Airport,Charlotte Douglas International Airport,Boeing 737-600,10745.661409831544,300.9989190429004
O'Hare International Airport,Charlotte Douglas International Airport,Boeing 767-800,12432.076762289431,219.26061309152436
O'Hare International Airport,Charlotte Douglas International Airport,Airbus A200-100,10508.971535802368,259.48077866178687
O'Hare International Airport,Charlotte Douglas International Airport,Airbus A220-300,9621.384508192954,200.4455105873532
O'Hare International Airport,Seattle-Tacoma International Airport,Boeing 737-600,23310.7113532997,652.961102333325
O'Hare International Airport,Seattle-Tacoma International Airport,Boeing 767-800,28138.389191624625,496.26788697750663
O'Hare International Airport,Seattle-Tacoma International Airport,Airbus A200-100,22633.142533885675,558.8430255280414
O'Hare International Airport,Seattle-Tacoma International Airport,Airbus A220-300,20092.259461083082,418.5887387725642
O'Hare International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,20174.987611841727,565.1257034129336
O'Hare International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,24218.73451480216,427.1381748642356
O'Hare International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,19607.44418686483,484.1344243670328
O'Hare International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,17479.15634320144,364.14909048336335
O'Hare International Airport,Newark Liberty International Airport,Boeing 737-600,12070.657611800809,338.11365859386024
O'Hare International Airport,Newark Liberty International Airport,Boeing 767-800,14088.322014751013,248.47128773811312
O'Hare International Airport,Newark Liberty International Airport,Airbus A200-100,11787.476642965694,291.04880599915293
O'Hare International Airport,Newark Liberty International Airport,Airbus A220-300,10725.548009834009,223.44891687154185
O'Hare International Airport,San Francisco International Airport,Boeing 737-600,24727.883364954894,692.6577973376722
O'Hare International Airport,San Francisco International Airport,Boeing 767-800,29909.85420619362,527.510656193891
O'Hare International Airport,San Francisco International Airport,Airbus A200-100,24000.589211798586,592.6071410320639
O'Hare International Airport,San Francisco International Airport,Airbus A220-300,21273.236137462412,443.1924195304669
O'Hare International Airport,George Bush Intercontinental Airport,Boeing 737-600,14418.403913652006,403.87686032638675
O'Hare International Airport,George Bush Intercontinental Airport,Boeing 767-800,17023.004892065008,300.2293631757497
O'Hare International Airport,George Bush Intercontinental Airport,Airbus A200-100,14052.845881594043,346.983848928248
O'Hare International Airport,George Bush Intercontinental Airport,Airbus A220-300,12682.003261376673,264.2084012786807
O'Hare International Airport,Logan International Airport,Boeing 737-600,13727.730442910328,384.53026450729215
O'Hare International Airport,Logan International Airport,Boeing 767-800,16159.663053637913,285.0028757255364
O'Hare International Airport,Logan International Airport,Airbus A200-100,13386.406567720494,330.5285572276665
O'Hare International Airport,Logan International Airport,Airbus A220-300,12106.442035758606,252.21754241163762
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,17326.40166389088,485.3333799409211
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,20658.002079863603,364.3386610205221
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,16858.80862305261,416.26687958154594
O'Hare International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,15105.334719909068,314.6944733314389
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,7750.062763064119,217.08859280291654
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,8687.578453830149,153.22007855079627
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,7618.481613482923,188.11065712303514
O'Hare International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,7125.052302553433,148.43858963652985
O'Hare International Airport,LaGuardia Airport,Boeing 737-600,12233.16618783033,342.6657195470681
O'Hare International Airport,LaGuardia Airport,Boeing 767-800,14291.457734787911,252.05392830313778
O'Hare International Airport,LaGuardia Airport,Airbus A200-100,11944.283163695933,294.92057194310945
O'Hare International Airport,LaGuardia Airport,Airbus A220-300,10860.97182319194,226.27024631649874
O'Hare International Airport,Detroit Metropolitan Airport,Boeing 737-600,6635.021206660783,185.85493576080626
O'Hare International Airport,Detroit Metropolitan Airport,Boeing 767-800,7293.776508325978,128.63803365654283
O'Hare International Airport,Detroit Metropolitan Airport,Airbus A200-100,6542.564322216545,161.54479807942087
O'Hare International Airport,Detroit Metropolitan Airport,Airbus A220-300,6195.851005550652,129.08022928230525
O'Hare International Airport,Philadelphia International Airport,Boeing 737-600,11611.775204690059,325.25980965518374
O'Hare International Airport,Philadelphia International Airport,Boeing 767-800,13514.719005862575,238.35483255489552
O'Hare International Airport,Philadelphia International Airport,Airbus A200-100,11344.69537294655,280.1159351344827
O'Hare International Airport,Philadelphia International Airport,Airbus A220-300,10343.146003908383,215.482208414758
O'Hare International Airport,Salt Lake City International Airport,Boeing 737-600,18031.438001740884,505.0822969675318
O'Hare International Airport,Salt Lake City International Airport,Boeing 767-800,21539.297502176105,379.8817901618361
O'Hare International Airport,Salt Lake City International Airport,Airbus A200-100,17539.106843785063,433.06436651321144
O'Hare International Airport,Salt Lake City International Airport,Airbus A220-300,15692.865001450737,326.9346875302237
O'Hare International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,10873.263943095926,304.5732196945638
O'Hare International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,12591.579928869909,222.07372008588908
O'Hare International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,10632.096787197825,262.5209083258722
O'Hare International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,9727.719952579939,202.6608323454154
O'Hare International Airport,San Diego International Airport,Boeing 737-600,23361.761265605037,654.3910718656874
O'Hare International Airport,San Diego International Airport,Boeing 767-800,28202.2015820063,497.39332596131044
O'Hare International Airport,San Diego International Airport,Airbus A200-100,22682.401221197844,560.0592894122924
O'Hare International Airport,San Diego International Airport,Airbus A220-300,20134.801054670865,419.47502197230966
O'Hare International Airport,Baltimore/Washington International Airport,Boeing 737-600,10981.058103533276,307.59266396451756
O'Hare International Airport,Baltimore/Washington International Airport,Boeing 767-800,12726.322629416598,224.45013455761196
O'Hare International Airport,Baltimore/Washington International Airport,Airbus A200-100,10736.10869639176,265.08910361461136
O'Hare International Airport,Baltimore/Washington International Airport,Airbus A220-300,9817.548419611065,204.53225874189718
O'Hare International Airport,Tampa International Airport,Boeing 737-600,15409.254617505327,431.6317820029504
O'Hare International Airport,Tampa International Airport,Boeing 767-800,18261.56827188166,322.07351449526743
O'Hare International Airport,Tampa International Airport,Airbus A200-100,15008.929894084089,370.5908615823232
O'Hare International Airport,Tampa International Airport,Airbus A220-300,13507.71218125444,281.41067044280084
O'Hare International Airport,Austin-Bergstrom International Airport,Boeing 737-600,15009.235633824106,420.4267684544568
O'Hare International Airport,Austin-Bergstrom International Airport,Boeing 767-800,17761.54454228013,313.25475383210113
O'Hare International Airport,Austin-Bergstrom International Airport,Airbus A200-100,14622.946664216244,361.0604114621295
O'Hare International Airport,Austin-Bergstrom International Airport,Airbus A220-300,13174.363028186755,274.4658964205574
O'Hare International Airport,Washington Dulles International Airport,Boeing 737-600,10610.096207182985,297.20157443089596
O'Hare International Airport,Washington Dulles International Airport,Boeing 767-800,12262.620258978734,216.27196223948386
O'Hare International Airport,Washington Dulles International Airport,Airbus A200-100,10378.163006930952,256.25093844273954
O'Hare International Airport,Washington Dulles International Airport,Airbus A220-300,9508.413505985824,198.09194804137132
O'Hare International Airport,Nashville International Airport,Boeing 737-600,8613.638258312554,241.27838258578586
O'Hare International Airport,Nashville International Airport,Boeing 767-800,9767.047822890694,172.2583390280546
O'Hare International Airport,Nashville International Airport,Airbus A200-100,8451.756214161238,208.68533862126515
O'Hare International Airport,Nashville International Airport,Airbus A220-300,7844.698548593796,163.43121976237074
Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,25859.16694483733,724.3464130206536
Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,31323.95868104666,552.45077038883
Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,25092.178630983388,619.5599661971207
Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,22215.972454031107,462.8327594589814
Los Angeles International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,17865.86988263528,500.444534527599
Los Angeles International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,21332.337353294104,376.23169935262973
Los Angeles International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,17379.348132367377,429.119706972034
Los Angeles International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,15554.891568862735,324.0602410179736
Los Angeles International Airport,Denver International Airport,Boeing 737-600,13682.992946955346,383.2771133600938
Los Angeles International Airport,Denver International Airport,Boeing 767-800,16103.741183694183,284.0165993596858
Los Angeles International Airport,Denver International Airport,Airbus A200-100,13343.238808465685,329.46268662878236
Los Angeles International Airport,Denver International Airport,Airbus A220-300,12069.160789129455,251.44084977353032
Los Angeles International Airport,O'Hare International Airport,Boeing 737-600,23593.890334276835,660.8932866744212
Los Angeles International Airport,O'Hare International Airport,Boeing 767-800,28492.362917846047,502.5108098385547
Los Angeles International Airport,O'Hare International Airport,Airbus A200-100,22906.385410267125,565.5897632164722
Los Angeles International Airport,O'Hare International Airport,Airbus A220-300,20328.241945230697,423.5050405256395
Los Angeles International Airport,John F. Kennedy International Airport,Boeing 737-600,31792.110085200224,890.5352965042081
Los Angeles International Airport,John F. Kennedy International Airport,Boeing 767-800,38740.137606500284,683.2475768342202
Los Angeles International Airport,John F. Kennedy International Airport,Airbus A200-100,30816.948327824783,760.9123043907354
Los Angeles International Airport,John F. Kennedy International Airport,Airbus A220-300,27160.091737666855,565.8352445347261
Los Angeles International Airport,Harry Reid International Airport,Boeing 737-600,6660.643962435923,186.57266001221075
Los Angeles International Airport,Harry Reid International Airport,Boeing 767-800,7325.8049530449025,129.20290922477784
Los Angeles International Airport,Harry Reid International Airport,Airbus A200-100,6567.288033929399,162.1552600970222
Los Angeles International Airport,Harry Reid International Airport,Airbus A220-300,6217.203302029935,129.5250687922903
Los Angeles International Airport,Orlando International Airport,Boeing 737-600,28913.069904457523,809.8899132901267
Los Angeles International Airport,Orlando International Airport,Boeing 767-800,35141.3373805719,619.7766733786932
Los Angeles International Airport,Orlando International Airport,Airbus A200-100,28038.927100792353,692.3191876738853
Los Angeles International Airport,Orlando International Airport,Airbus A220-300,24760.89158704794,515.8519080634987
Los Angeles International Airport,Miami International Airport,Boeing 737-600,30320.28828723008,849.3077951605065
Los Angeles International Airport,Miami International Airport,Boeing 767-800,36900.3603590376,650.8000063322329
Los Angeles International Airport,Miami International Airport,Airbus A200-100,29396.769399958856,725.8461580236755
Los Angeles International Airport,Miami International Airport,Airbus A220-300,25933.573572691737,540.2827827644112
Los Angeles International Airport,Charlotte Douglas International Airport,Boeing 737-600,27861.557950970724,780.4357969459587
Los Angeles International Airport,Charlotte Douglas International Airport,Boeing 767-800,33826.94743871341,596.5951929226352
Los Angeles International Airport,Charlotte Douglas International Airport,Airbus A200-100,27024.310303568247,667.2669210757592
Los Angeles International Airport,Charlotte Douglas International Airport,Airbus A220-300,23884.631625808935,497.59649220435284
Los Angeles International Airport,Seattle-Tacoma International Airport,Boeing 737-600,14746.375963959075,413.0637524918509
Los Angeles International Airport,Seattle-Tacoma International Airport,Boeing 767-800,17432.969954948843,307.45978756523533
Los Angeles International Airport,Seattle-Tacoma International Airport,Airbus A200-100,14369.310140662268,354.7977812509202
Los Angeles International Airport,Seattle-Tacoma International Airport,Airbus A220-300,12955.31330329923,269.9023604854006
Los Angeles International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,8158.410590803822,228.5269073054292
Los Angeles International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,9198.013238504778,162.22245570555165
Los Angeles International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,8012.501447266846,197.83954190782336
Los Angeles International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,7465.342159003185,155.5279616458997
Los Angeles International Airport,Newark Liberty International Airport,Boeing 737-600,31556.058858838962,883.9232173344249
Los Angeles International Airport,Newark Liberty International Airport,Boeing 767-800,38445.0735735487,678.0436256357797
Los Angeles International Airport,Newark Liberty International Airport,Airbus A200-100,30589.179600634085,755.2883852008416
Los Angeles International Airport,Newark Liberty International Airport,Airbus A220-300,26963.382382365802,561.7371329659542
Los Angeles International Airport,San Francisco International Airport,Boeing 737-600,7800.1095336148155,218.49046312646544
Los Angeles International Airport,San Francisco International Airport,Boeing 767-800,8750.13691701852,154.3234024165524
Los Angeles International Airport,San Francisco International Airport,Airbus A200-100,7666.772356996753,189.30302116041366
Los Angeles International Airport,San Francisco International Airport,Airbus A220-300,7166.757944679013,149.30745718081278
Los Angeles International Airport,George Bush Intercontinental Airport,Boeing 737-600,19489.230935460684,545.9168329260697
Los Angeles International Airport,George Bush Intercontinental Airport,Boeing 767-800,23361.53866932586,412.02008235142614
Los Angeles International Airport,George Bush Intercontinental Airport,Airbus A200-100,18945.74914825154,467.7962752654701
Los Angeles International Airport,George Bush Intercontinental Airport,Airbus A220-300,16907.69244621724,352.24359262952584
Los Angeles International Airport,Logan International Airport,Boeing 737-600,33320.45403108693,933.3460512909504
Los Angeles International Airport,Logan International Airport,Boeing 767-800,40650.56753885866,716.9412264348971
Los Angeles International Airport,Logan International Airport,Airbus A200-100,32291.66617034704,797.3250906258529
Los Angeles International Airport,Logan International Airport,Airbus A220-300,28433.71169257244,592.3689935952592
Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,30318.827696323384,849.2668822499548
Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,36898.534620404236,650.7678063563358
Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,29395.3600578559,725.8113594532322
Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,25932.35641360282,540.2574252833921
Los Angeles International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,21259.6813370216,595.5092811490645
Los Angeles International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,25574.601671277003,451.05117586026466
Los Angeles International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,20654.078483091023,509.97724649607466
Los Angeles International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,18383.067780851336,382.9805787677362
Los Angeles International Airport,LaGuardia Airport,Boeing 737-600,31729.98810785791,888.7951850940592
Los Angeles International Airport,LaGuardia Airport,Boeing 767-800,38662.48513482239,681.8780447058623
Los Angeles International Airport,LaGuardia Airport,Airbus A200-100,30757.00606898571,759.4322486169311
Los Angeles International Airport,LaGuardia Airport,Airbus A220-300,27108.32342321493,564.7567379836444
Los Angeles International Airport,Detroit Metropolitan Airport,Boeing 737-600,26225.602452091312,734.6107129437344
Los Angeles International Airport,Detroit Metropolitan Airport,Boeing 767-800,31782.003065114146,560.5291545875511
Los Angeles International Airport,Detroit Metropolitan Airport,Airbus A200-100,25445.756752017936,628.2902901732824
Los Angeles International Airport,Detroit Metropolitan Airport,Airbus A220-300,22521.335376742758,469.1944870154741
Los Angeles International Airport,Philadelphia International Airport,Boeing 737-600,30966.889391601893,867.4198709132183
Los Angeles International Airport,Philadelphia International Airport,Boeing 767-800,37708.61173950237,665.0548807672376
Los Angeles International Airport,Philadelphia International Airport,Airbus A200-100,30020.68274628253,741.2514258341366
Los Angeles International Airport,Philadelphia International Airport,Airbus A220-300,26472.40782633491,551.5084963819774
Los Angeles International Airport,Salt Lake City International Airport,Boeing 737-600,10635.112539963095,297.9023120437842
Los Angeles International Airport,Salt Lake City International Airport,Boeing 767-800,12293.89067495387,216.82346869407178
Los Angeles International Airport,Salt Lake City International Airport,Airbus A200-100,10402.301573648601,256.84695243576795
Los Angeles International Airport,Salt Lake City International Airport,Airbus A220-300,9529.260449969246,198.52625937435928
Los Angeles International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,29950.1097878394,838.938649519311
Los Angeles International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,36437.63723479925,642.6391046701808
Los Angeles International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,29039.57961984504,717.0266572801245
Los Angeles International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,25625.09148986617,533.8560727055452
Los Angeles International Airport,Baltimore/Washington International Airport,Boeing 737-600,30154.310606708317,844.6585604119978
Los Angeles International Airport,Baltimore/Washington International Airport,Boeing 767-800,36692.8882583854,647.1408863912769
Los Angeles International Airport,Baltimore/Washington International Airport,Airbus A200-100,29236.615497701012,721.8917406839756
Los Angeles International Airport,Baltimore/Washington International Airport,Airbus A220-300,25795.2588389236,537.4012258109084
Los Angeles International Airport,Tampa International Airport,Boeing 737-600,28243.911029559637,791.1459672145558
Los Angeles International Airport,Tampa International Airport,Boeing 767-800,34304.88878694955,605.0244935969939
Los Angeles International Airport,Tampa International Airport,Airbus A200-100,27393.247484662814,676.3764811027855
Los Angeles International Airport,Tampa International Airport,Airbus A220-300,24203.259191299698,504.23456648541037
Los Angeles International Airport,Austin-Bergstrom International Airport,Boeing 737-600,17949.651366735365,502.79135481051446
Los Angeles International Airport,Austin-Bergstrom International Airport,Boeing 767-800,21437.064208419208,378.07873383455393
Los Angeles International Airport,Austin-Bergstrom International Airport,Airbus A200-100,17460.189915270967,431.1158003770609
Los Angeles International Airport,Austin-Bergstrom International Airport,Airbus A220-300,15624.709472279472,325.514780672489
Los Angeles International Airport,Washington Dulles International Airport,Boeing 737-600,29691.606320879895,831.697656047056
Los Angeles International Airport,Washington Dulles International Airport,Boeing 767-800,36114.507901099874,636.9401746225728
Los Angeles International Airport,Washington Dulles International Airport,Airbus A200-100,28790.146449971835,710.8678135795515
Los Angeles International Airport,Washington Dulles International Airport,Airbus A220-300,25409.67193406658,529.3681652930537
Los Angeles International Airport,Nashville International Airport,Boeing 737-600,24185.274962586733,677.4586824253987
Los Angeles International Airport,Nashville International Airport,Boeing 767-800,29231.593703233422,515.54838982775
Los Angeles International Airport,Nashville International Airport,Airbus A200-100,23477.019700741588,579.6794987837429
Los Angeles International Airport,Nashville International Airport,Airbus A220-300,20821.062468822278,433.7721347671308
John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,12549.118686118676,351.5159295831562
John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,14686.398357648348,259.0193713870961
John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,12249.14960941276,302.44813850401874
John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,11124.265571765565,231.75553274511594
John F. Kennedy International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,19634.57474308711,549.9880880416558
John F. Kennedy International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,23543.218428858887,415.22431091461885
John F. Kennedy International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,19085.99317315423,471.2590906951662
John F. Kennedy International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,17028.812285905926,354.7669226230401
John F. Kennedy International Airport,Denver International Airport,Boeing 737-600,22252.835379060834,623.3287221025445
John F. Kennedy International Airport,Denver International Airport,Boeing 767-800,26816.044223826048,472.94610624031833
John F. Kennedy International Airport,Denver International Airport,Airbus A200-100,21612.385014883264,533.6391361699572
John F. Kennedy International Airport,Denver International Airport,Airbus A220-300,19210.696149217365,400.22283644202844
John F. Kennedy International Airport,O'Hare International Airport,Boeing 737-600,12308.089284925816,344.764405740219
John F. Kennedy International Airport,O'Hare International Airport,Boeing 767-800,14385.11160615727,253.7056720662658
John F. Kennedy International Airport,O'Hare International Airport,Airbus A200-100,12016.577380191578,296.705614325718
John F. Kennedy International Airport,O'Hare International Airport,Airbus A220-300,10923.40773743818,227.57099452996206
John F. Kennedy International Airport,Los Angeles International Airport,Boeing 737-600,31792.110085200224,890.5352965042081
John F. Kennedy International Airport,Los Angeles International Airport,Boeing 767-800,38740.137606500284,683.2475768342202
John F. Kennedy International Airport,Los Angeles International Airport,Airbus A200-100,30816.948327824783,760.9123043907354
John F. Kennedy International Airport,Los Angeles International Airport,Airbus A220-300,27160.091737666855,565.8352445347261
John F. Kennedy International Airport,Harry Reid International Airport,Boeing 737-600,29236.745955064634,818.9564693295417
John F. Kennedy International Airport,Harry Reid International Airport,Boeing 767-800,35545.932443830796,626.9123887800846
John F. Kennedy International Airport,Harry Reid International Airport,Airbus A200-100,28351.246096992196,700.0307678269678
John F. Kennedy International Airport,Harry Reid International Airport,Airbus A220-300,25030.62162922053,521.4712839420944
John F. Kennedy International Airport,Orlando International Airport,Boeing 737-600,14646.328462343105,410.26130146619346
John F. Kennedy International Airport,Orlando International Airport,Boeing 767-800,17307.91057792888,305.25415481356055
John F. Kennedy International Airport,Orlando International Airport,Airbus A200-100,14272.773077699487,352.414150066654
John F. Kennedy International Airport,Orlando International Airport,Airbus A220-300,12871.94038528592,268.16542469345666
John F. Kennedy International Airport,Miami International Airport,Boeing 737-600,16287.484907981558,456.2320702515843
John F. Kennedy International Airport,Miami International Airport,Boeing 767-800,19359.35613497695,341.43485246872933
John F. Kennedy International Airport,Miami International Airport,Airbus A200-100,15856.345086648875,391.51469349750306
John F. Kennedy International Airport,Miami International Airport,Airbus A220-300,14239.5707566513,296.6577240969021
John F. Kennedy International Airport,Charlotte Douglas International Airport,Boeing 737-600,10092.23881453439,282.6957651130082
John F. Kennedy International Airport,Charlotte Douglas International Airport,Boeing 767-800,11615.298518167987,204.85535305410914
John F. Kennedy International Airport,Charlotte Douglas International Airport,Airbus A200-100,9878.47604911213,243.91298886696617
John F. Kennedy International Airport,Charlotte Douglas International Airport,Airbus A220-300,9076.865678778657,189.1013683078887
John F. Kennedy International Airport,Seattle-Tacoma International Airport,Boeing 737-600,31177.970362433192,873.3325031493893
John F. Kennedy International Airport,Seattle-Tacoma International Airport,Boeing 767-800,37972.46295304149,669.7083413234831
John F. Kennedy International Airport,Seattle-Tacoma International Airport,Airbus A200-100,30224.3573672601,746.280428821237
John F. Kennedy International Airport,Seattle-Tacoma International Airport,Airbus A220-300,26648.308635360994,555.1730965700207
John F. Kennedy International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,28181.688526882182,789.4030399686886
John F. Kennedy International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,34227.11065860273,603.6527453016355
John F. Kennedy International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,27333.20822769334,674.8940303134158
John F. Kennedy International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,24151.407105735154,503.1543147028157
John F. Kennedy International Airport,San Francisco International Airport,Boeing 737-600,33035.8955312438,925.3752249648123
John F. Kennedy International Airport,San Francisco International Airport,Boeing 767-800,40294.869414054745,710.6678909004364
John F. Kennedy International Airport,San Francisco International Airport,Airbus A200-100,32017.092179270334,790.5454859079094
John F. Kennedy International Airport,San Francisco International Airport,Airbus A220-300,28196.57960936983,587.4287418618715
John F. Kennedy International Airport,George Bush Intercontinental Airport,Boeing 737-600,19927.077770634387,558.181450157826
John F. Kennedy International Airport,George Bush Intercontinental Airport,Boeing 767-800,23908.847213292986,421.672790357901
John F. Kennedy International Airport,George Bush Intercontinental Airport,Airbus A200-100,19368.232936577042,478.22797374264303
John F. Kennedy International Airport,George Bush Intercontinental Airport,Airbus A220-300,17272.56480886199,359.84510018462476
John F. Kennedy International Airport,Logan International Airport,Boeing 737-600,6095.741216558626,170.7490536851156
John F. Kennedy International Airport,Logan International Airport,Boeing 767-800,6619.676520698282,116.74914498586035
John F. Kennedy International Airport,Logan International Airport,Airbus A200-100,6022.206437030253,148.6964552353149
John F. Kennedy International Airport,Logan International Airport,Airbus A220-300,5746.451013798855,119.7177294541428
John F. Kennedy International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,16053.047672647512,449.66520091449615
John F. Kennedy International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,19066.30959080939,336.26648308305806
John F. Kennedy International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,15630.133719221285,385.92922763509347
John F. Kennedy International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,14044.206393872926,292.58763320568596
John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,15541.567840516565,435.3380347483632
John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,18426.95980064571,324.9904726745275
John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,15136.600547866863,373.7432234041201
John F. Kennedy International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,13617.973200430471,283.70777500896816
John F. Kennedy International Airport,Detroit Metropolitan Airport,Boeing 737-600,9709.689115775258,271.9800872766179
John F. Kennedy International Airport,Detroit Metropolitan Airport,Boeing 767-800,11137.111394719073,196.42171771991312
John F. Kennedy International Airport,Detroit Metropolitan Airport,Airbus A200-100,9509.349146800689,234.7987443654491
John F. Kennedy International Airport,Detroit Metropolitan Airport,Airbus A220-300,8758.074263146049,182.45988048220934
John F. Kennedy International Airport,Salt Lake City International Airport,Boeing 737-600,26336.771860700133,737.7247019803959
John F. Kennedy International Airport,Salt Lake City International Airport,Boeing 767-800,31920.96482587517,562.9799792923311
John F. Kennedy International Airport,Salt Lake City International Airport,Airbus A200-100,25553.02547962294,630.9389007314305
John F. Kennedy International Airport,Salt Lake City International Airport,Airbus A220-300,22613.976550583444,471.1245114704884
John F. Kennedy International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,6396.571220200325,179.17566443138168
John F. Kennedy International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,6995.714025250407,123.38119973986609
John F. Kennedy International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,6312.481001947683,155.86372844315267
John F. Kennedy International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,5997.142683500271,124.94047257292232
John F. Kennedy International Airport,San Diego International Airport,Boeing 737-600,31475.40381007145,881.6639722709091
John F. Kennedy International Airport,San Diego International Airport,Boeing 767-800,38344.25476258931,676.2655160950496
John F. Kennedy International Airport,San Diego International Airport,Airbus A200-100,30511.354553577723,753.3667791006845
John F. Kennedy International Airport,San Diego International Airport,Airbus A220-300,26896.16984172621,560.3368717026293
John F. Kennedy International Airport,Baltimore/Washington International Airport,Boeing 737-600,6066.226805816374,169.92231949065473
John F. Kennedy International Airport,Baltimore/Washington International Airport,Boeing 767-800,6582.7835072704665,116.0984745550347
John F. Kennedy International Airport,Baltimore/Washington International Airport,Airbus A200-100,5993.727619647378,147.9932745591945
John F. Kennedy International Airport,Baltimore/Washington International Airport,Airbus A220-300,5721.855671513645,119.2053264898676
John F. Kennedy International Airport,Tampa International Airport,Boeing 737-600,15326.67562585179,429.3186449818429
John F. Kennedy International Airport,Tampa International Airport,Boeing 767-800,18158.34453231474,320.2529899879143
John F. Kennedy International Airport,Tampa International Airport,Airbus A200-100,14929.248410909624,368.62341755332403
John F. Kennedy International Airport,Tampa International Airport,Airbus A220-300,13438.896354876493,279.9770073932603
John F. Kennedy International Airport,Austin-Bergstrom International Airport,Boeing 737-600,21100.50439883246,591.0505433846629
John F. Kennedy International Airport,Austin-Bergstrom International Airport,Boeing 767-800,25375.630498540577,447.5419841012448
John F. Kennedy International Airport,Austin-Bergstrom International Airport,Airbus A200-100,20500.486700627815,506.18485680562503
John F. Kennedy International Airport,Austin-Bergstrom International Airport,Airbus A220-300,18250.420332360387,380.21709025750806
John F. Kennedy International Airport,Washington Dulles International Airport,Boeing 737-600,6561.411966436375,183.79305228113097
John F. Kennedy International Airport,Washington Dulles International Airport,Boeing 767-800,7201.764958045469,127.0152549919836
John F. Kennedy International Airport,Washington Dulles International Airport,Airbus A200-100,6471.537862350889,159.79105832965158
